id_entrega,id_cliente,id_vehiculo,id_operador,id_ruta,fecha_salida,hora_salida,fecha_entrega_programada,hora_entrega_programada,fecha_entrega_real,hora_entrega_real,peso_carga,cantidad_paquetes,distancia_real_km,combustible_consumido_litros,precio_combustible,costo_envio,costo_combustible,costo_total,minutos_retraso,entrega_tardia,estatus,observaciones
3479,68,36,13,40,2026-08-13,09:15:00,2026-08-13,02:17:00,2026-08-14,03:17:00,1.69,60,440.5,51.95,23.57,3351.5,1224.46,4575.96,60,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
3480,42,35,54,45,2026-02-06,14:35:00,2026-02-06,17:16:00,2026-02-06,17:16:00,0.83,44,77.04,10.4,24.42,1320.2,253.97,1574.17,0,False,Entregada,Entrega realizada en tiempo
3481,15,14,40,50,2026-01-30,16:50:00,2026-01-30,00:50:00,2026-01-31,00:50:00,0.51,4,262.45,28.28,26.68,1895.25,754.51,2649.76,0,False,Entregada,Entrega realizada en tiempo
3482,67,11,50,49,2026-03-02,16:31:00,2026-03-02,07:02:00,2026-03-03,07:02:00,2.01,70,368.81,77.16,23.82,3105.05,1837.95,4943.0,0,False,Entregada,Entrega realizada en tiempo
3483,91,32,13,26,2026-08-13,09:09:00,2026-08-13,15:08:00,2026-08-13,15:08:00,1.05,31,173.35,15.7,23.13,1719.75,363.14,2082.89,0,False,Entregada,Entrega realizada en tiempo
3484,89,16,27,17,2026-04-23,14:33:00,2026-04-23,20:51:00,2026-04-23,20:51:00,0.21,40,189.08,16.99,26.59,1786.4,451.76,2238.16,0,False,Entregada,Entrega realizada en tiempo
3485,36,34,28,48,2026-05-03,11:06:00,2026-05-03,16:19:00,2026-05-03,16:45:00,0.85,51,172.54,14.33,23.15,1855.7,331.74,2187.44,26,True,Tardía,Tráfico alto
3486,30,7,30,22,2026-03-30,09:36:00,2026-03-30,17:15:00,2026-03-30,17:15:00,0.82,57,319.65,52.4,23.15,2636.25,1213.06,3849.31,0,False,Entregada,Entrega realizada en tiempo
3487,34,23,33,20,2026-01-02,19:06:00,2026-01-02,20:39:00,2026-01-02,20:39:00,0.76,15,56.97,10.43,24.08,980.85,251.15,1232.0,0,False,Entregada,Entrega realizada en tiempo
3488,11,24,29,12,2026-05-20,08:45:00,2026-05-20,20:23:00,2026-05-20,20:23:00,6.45,40,428.37,40.15,25.81,3606.85,1036.27,4643.12,0,False,Entregada,Entrega realizada en tiempo
3489,9,5,27,35,2026-04-08,08:06:00,2026-04-08,11:40:00,2026-04-08,11:40:00,0.63,40,145.8,18.32,23.12,1612.0,423.56,2035.56,0,False,Entregada,Entrega realizada en tiempo
3490,26,25,5,6,2026-05-13,09:25:00,2026-05-13,10:19:00,2026-05-13,10:19:00,9.72,3,27.41,5.83,24.37,1633.05,142.08,1775.13,0,False,Entregada,Entrega realizada en tiempo
3491,91,18,25,23,2026-03-08,09:47:00,2026-03-08,19:08:00,2026-03-08,19:08:00,0.28,51,281.99,26.4,23.99,2345.95,633.34,2979.29,0,False,Entregada,Entrega realizada en tiempo
3492,65,17,60,50,2026-08-05,10:31:00,2026-08-05,18:31:00,2026-08-05,18:49:00,0.74,58,255.25,45.34,26.23,2314.25,1189.27,3503.52,18,True,Tardía,Incidencia operativa
3493,26,19,57,44,2026-03-11,13:17:00,2026-03-11,15:27:00,2026-03-11,15:27:00,0.6,44,60.44,5.95,24.42,1214.2,145.3,1359.5,0,False,Entregada,Entrega realizada en tiempo
3494,53,28,2,1,2026-03-01,05:54:00,2026-03-01,12:13:00,2026-03-01,12:36:00,5.75,12,176.65,25.9,25.57,2054.25,662.26,2716.51,23,True,Tardía,Incidencia operativa
3495,18,10,32,50,2026-02-08,10:33:00,2026-02-08,18:33:00,2026-02-08,18:33:00,9.47,49,254.03,25.48,24.89,3109.15,634.2,3743.35,0,False,Entregada,Entrega realizada en tiempo
3496,35,9,45,7,2026-06-16,17:47:00,2026-06-16,21:58:00,2026-06-16,21:58:00,0.38,27,133.79,10.94,25.12,1422.95,274.81,1697.76,0,False,Entregada,Entrega realizada en tiempo
3497,69,24,43,4,2026-05-29,13:53:00,2026-05-29,16:27:00,2026-05-29,17:03:00,5.67,58,109.67,10.28,24.03,2079.35,247.03,2326.38,36,True,Tardía,Carga pesada
3498,100,39,37,6,2026-04-15,14:02:00,2026-04-15,14:56:00,2026-04-15,15:12:00,0.85,70,26.35,2.13,24.65,1276.75,52.5,1329.25,16,True,Tardía,Incidencia operativa
3499,89,17,55,49,2026-07-18,05:15:00,2026-07-18,19:46:00,2026-07-18,19:46:00,0.64,36,361.77,64.26,25.51,2660.85,1639.27,4300.12,0,False,Entregada,Entrega realizada en tiempo
3500,72,18,13,48,2026-05-02,17:02:00,2026-05-02,22:15:00,2026-05-02,22:15:00,1.07,2,171.39,16.05,23.69,1479.95,380.22,1860.17,0,False,Entregada,Entrega realizada en tiempo
3501,63,37,22,46,2026-06-19,13:56:00,2026-06-19,04:46:00,2026-06-20,04:46:00,0.63,16,406.34,43.32,23.72,2722.7,1027.55,3750.25,0,False,Entregada,Entrega realizada en tiempo
3502,46,17,19,40,2026-07-11,15:27:00,2026-07-11,08:29:00,2026-07-12,08:29:00,0.76,74,423.85,75.28,23.55,3287.25,1772.84,5060.09,0,False,Entregada,Entrega realizada en tiempo
3503,11,31,54,45,2026-06-28,14:54:00,2026-06-28,17:35:00,2026-06-28,17:55:00,11.2,56,80.64,11.45,23.67,2471.2,271.02,2742.22,20,True,Tardía,Incidencia operativa
3504,1,1,8,27,2026-07-10,07:41:00,2026-07-10,19:24:00,2026-07-10,20:16:00,1.5,58,286.8,27.68,25.65,2548.0,709.99,3257.99,52,True,Tardía,"Hora pico, Carga pesada"
3505,37,21,38,12,2026-03-01,13:43:00,2026-03-01,01:21:00,2026-03-02,01:21:00,1.61,16,443.58,62.04,25.85,3006.9,1603.73,4610.63,0,False,Entregada,Entrega realizada en tiempo
3506,71,15,53,11,2026-04-19,11:58:00,2026-04-19,14:44:00,2026-04-19,14:44:00,0.47,66,76.21,15.68,25.87,1456.05,405.64,1861.69,0,False,Entregada,Entrega realizada en tiempo
3507,88,3,4,6,2026-04-24,05:29:00,2026-04-24,06:23:00,2026-04-24,06:23:00,0.56,72,31.02,6.66,23.41,1287.1,155.91,1443.01,0,False,Entregada,Entrega realizada en tiempo
3508,88,40,19,41,2026-06-17,13:28:00,2026-06-17,20:44:00,2026-06-17,20:44:00,0.9,52,187.57,29.31,25.95,1943.85,760.59,2704.44,0,False,Entregada,Entrega realizada en tiempo
3509,31,3,55,18,2026-08-12,12:35:00,2026-08-12,04:43:00,2026-08-13,05:12:00,4.33,37,390.86,83.88,25.5,3183.3,2138.94,5322.24,29,True,Tardía,Distancia larga
3510,82,16,21,46,2026-03-31,08:50:00,2026-03-31,23:40:00,2026-04-01,00:41:00,19.58,70,380.53,34.19,25.14,4920.65,859.54,5780.19,61,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
3511,61,23,56,26,2026-06-18,18:36:00,2026-06-18,00:35:00,2026-06-19,01:11:00,1.23,72,166.08,30.42,24.66,2029.4,750.16,2779.56,36,True,Tardía,"Tráfico alto, Hora pico"
3512,42,25,18,41,2026-04-27,18:06:00,2026-04-27,01:22:00,2026-04-28,02:04:00,10.52,11,185.44,39.46,26.34,2567.2,1039.38,3606.58,42,True,Tardía,"Hora pico, Carga pesada"
3513,60,3,44,34,2026-07-22,11:04:00,2026-07-22,14:55:00,2026-07-22,14:55:00,6.27,1,108.78,23.34,25.31,1678.9,590.74,2269.64,0,False,Entregada,Entrega realizada en tiempo
3514,15,27,8,5,2026-03-18,15:16:00,2026-03-18,01:12:00,2026-03-19,01:12:00,9.64,33,264.1,33.95,25.6,3048.5,869.12,3917.62,0,False,Entregada,Entrega realizada en tiempo
3515,14,38,55,33,2026-03-03,06:48:00,2026-03-03,15:42:00,2026-03-03,15:42:00,3.06,74,266.17,22.61,26.2,2728.85,592.38,3321.23,0,False,Entregada,Entrega realizada en tiempo
3516,23,20,56,32,2026-02-24,19:58:00,2026-02-24,08:02:00,2026-02-25,08:02:00,9.45,70,357.37,48.49,26.06,3791.85,1263.65,5055.5,0,False,Entregada,Entrega realizada en tiempo
3517,91,12,16,32,2026-07-04,18:18:00,2026-07-04,06:22:00,2026-07-05,06:22:00,0.91,72,359.26,51.4,26.89,2963.3,1382.15,4345.45,0,False,Entregada,Entrega realizada en tiempo
3518,64,30,1,4,2026-05-01,20:35:00,2026-05-01,23:09:00,2026-05-01,23:09:00,11.18,16,114.07,9.8,24.36,2316.35,238.73,2555.08,0,False,Entregada,Entrega realizada en tiempo
3519,23,22,60,7,2026-02-10,07:48:00,2026-02-10,11:59:00,2026-02-10,11:59:00,0.89,72,119.79,11.59,25.2,1763.95,292.07,2056.02,0,False,Entregada,Entrega realizada en tiempo
3520,21,11,26,31,2026-05-27,06:39:00,2026-05-27,14:11:00,2026-05-27,14:11:00,1.15,53,181.46,37.96,24.65,1946.3,935.71,2882.01,0,False,Entregada,Entrega realizada en tiempo
3521,3,10,35,28,2026-04-03,09:35:00,2026-04-03,16:36:00,2026-04-03,16:36:00,5.14,28,285.74,28.66,25.59,2666.7,733.41,3400.11,0,False,Entregada,Entrega realizada en tiempo
3522,47,30,5,27,2026-03-20,15:48:00,2026-03-20,03:31:00,2026-03-21,03:49:00,7.0,68,340.89,29.29,26.32,3448.45,770.91,4219.36,18,True,Tardía,Distancia larga
3523,25,31,1,49,2026-07-11,05:28:00,2026-07-11,19:59:00,2026-07-11,19:59:00,10.33,6,401.05,56.97,24.95,3586.25,1421.4,5007.65,0,False,Entregada,Entrega realizada en tiempo
3524,100,4,34,41,2026-05-12,16:58:00,2026-05-12,00:14:00,2026-05-13,00:14:00,1.34,56,195.34,32.83,26.76,2058.7,878.53,2937.23,0,False,Entregada,Entrega realizada en tiempo
3525,29,11,3,32,2026-07-24,06:36:00,2026-07-24,18:40:00,2026-07-24,18:40:00,1.29,66,376.6,78.79,25.02,3040.0,1971.33,5011.33,0,False,Entregada,Entrega realizada en tiempo
3526,77,10,44,45,2026-06-27,16:31:00,2026-06-27,19:12:00,2026-06-27,19:12:00,8.86,39,87.57,8.78,26.46,2135.85,232.32,2368.17,0,False,Entregada,Entrega realizada en tiempo
3527,88,12,40,27,2026-03-30,06:54:00,2026-03-30,18:37:00,2026-03-30,18:37:00,1.37,61,304.09,43.5,25.69,2645.45,1117.52,3762.97,0,False,Entregada,Entrega realizada en tiempo
3528,35,22,26,21,2026-04-24,08:27:00,2026-04-24,15:30:00,2026-04-24,15:30:00,0.26,61,294.59,28.49,25.71,2486.95,732.48,3219.43,0,False,Entregada,Entrega realizada en tiempo
3529,12,39,33,11,2026-05-09,08:28:00,2026-05-09,11:14:00,2026-05-09,11:14:00,4.75,76,67.67,5.46,24.91,1921.35,136.01,2057.36,0,False,Entregada,Entrega realizada en tiempo
3530,45,1,55,3,2026-02-19,12:21:00,2026-02-19,14:38:00,2026-02-19,14:38:00,1.31,17,67.47,6.51,23.24,1104.35,151.29,1255.64,0,False,Entregada,Entrega realizada en tiempo
3531,56,12,26,40,2026-02-27,06:13:00,2026-02-27,23:15:00,2026-02-27,23:15:00,1.38,17,429.76,61.48,24.56,2922.8,1509.95,4432.75,0,False,Entregada,Entrega realizada en tiempo
3532,33,23,11,24,2026-04-24,10:15:00,2026-04-24,18:52:00,2026-04-24,18:52:00,1.57,2,327.64,60.01,25.86,2311.2,1551.86,3863.06,0,False,Entregada,Entrega realizada en tiempo
3533,5,30,49,50,2026-07-29,11:49:00,2026-07-29,19:49:00,2026-07-29,19:49:00,5.99,6,253.82,21.81,23.91,2416.1,521.48,2937.58,0,False,Entregada,Entrega realizada en tiempo
3534,12,28,33,22,2026-02-07,08:17:00,2026-02-07,15:56:00,2026-02-07,16:52:00,7.78,60,319.36,46.83,24.37,3354.8,1141.25,4496.05,56,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
3535,72,13,31,49,2026-06-12,05:03:00,2026-06-12,19:34:00,2026-06-12,19:34:00,8.35,46,386.27,31.51,26.52,3634.35,835.65,4470.0,0,False,Entregada,Entrega realizada en tiempo
3536,52,27,39,14,2026-02-19,08:31:00,2026-02-19,17:16:00,2026-02-19,17:43:00,7.98,56,255.59,32.85,23.6,3023.95,775.26,3799.21,27,True,Tardía,Hora pico
3537,46,26,11,50,2026-07-17,19:14:00,2026-07-17,03:14:00,2026-07-18,04:06:00,13.26,60,260.23,37.12,23.71,3607.15,880.12,4487.27,52,True,Tardía,"Hora pico, Carga pesada"
3538,44,38,14,7,2026-01-10,10:51:00,2026-01-10,15:02:00,2026-01-10,15:02:00,9.56,30,113.86,9.67,26.3,2265.3,254.32,2519.62,0,False,Entregada,Entrega realizada en tiempo
3539,94,4,1,35,2026-06-27,12:09:00,2026-06-27,15:43:00,2026-06-27,15:43:00,1.61,27,137.1,23.04,26.58,1562.5,612.4,2174.9,0,False,Entregada,Entrega realizada en tiempo
3540,27,29,1,18,2026-02-20,09:14:00,2026-02-20,01:22:00,2026-02-21,01:22:00,2.35,26,428.26,44.75,25.53,3084.3,1142.47,4226.77,0,False,Entregada,Entrega realizada en tiempo
3541,69,33,14,35,2026-03-13,14:25:00,2026-03-13,17:59:00,2026-03-13,18:29:00,0.51,11,150.27,19.17,24.95,1390.35,478.29,1868.64,30,True,Tardía,Incidencia operativa
3542,71,1,18,30,2026-02-26,17:06:00,2026-02-26,22:14:00,2026-02-26,22:14:00,0.33,76,129.44,12.49,25.84,1788.2,322.74,2110.94,0,False,Entregada,Entrega realizada en tiempo
3543,81,24,49,44,2026-06-23,08:30:00,2026-06-23,10:40:00,2026-06-23,10:40:00,1.33,54,70.9,6.64,24.54,1419.5,162.95,1582.45,0,False,Entregada,Entrega realizada en tiempo
3544,3,25,19,24,2026-08-05,14:19:00,2026-08-05,22:56:00,2026-08-05,22:56:00,6.3,39,326.62,69.49,25.76,3075.1,1790.06,4865.16,0,False,Entregada,Entrega realizada en tiempo
3545,13,24,32,43,2026-06-28,20:50:00,2026-06-28,12:17:00,2026-06-29,12:17:00,2.31,29,409.43,38.37,25.67,3010.15,984.96,3995.11,0,False,Entregada,Entrega realizada en tiempo
3546,56,19,2,21,2026-02-22,08:40:00,2026-02-22,15:43:00,2026-02-22,16:43:00,7.46,58,282.8,27.86,25.12,3124.0,699.84,3823.84,60,True,Tardía,"Hora pico, Carga pesada"
3547,79,14,17,47,2026-02-03,19:35:00,2026-02-03,07:19:00,2026-02-04,07:19:00,3.24,28,345.29,37.21,25.29,2774.45,941.04,3715.49,0,False,Entregada,Entrega realizada en tiempo
3548,29,39,30,40,2026-06-05,17:58:00,2026-06-05,11:00:00,2026-06-06,11:00:00,0.41,67,483.03,38.99,25.71,3492.15,1002.43,4494.58,0,False,Entregada,Entrega realizada en tiempo
3549,11,24,2,16,2026-02-12,08:38:00,2026-02-12,23:06:00,2026-02-13,00:08:00,3.68,66,409.48,38.38,26.19,3443.4,1005.17,4448.57,62,True,Tardía,"Hora pico, Distancia larga"
3550,100,6,44,44,2026-07-06,05:08:00,2026-07-06,07:18:00,2026-07-06,07:41:00,0.28,43,60.71,8.88,24.74,1175.55,219.69,1395.24,23,True,Tardía,Incidencia operativa
3551,95,34,26,41,2026-06-21,06:25:00,2026-06-21,13:41:00,2026-06-21,14:12:00,7.54,59,201.77,16.76,24.67,2734.85,413.47,3148.32,31,True,Tardía,Carga pesada
3552,12,20,54,37,2026-05-28,20:27:00,2026-05-28,13:45:00,2026-05-29,14:29:00,3.33,32,414.32,56.22,25.9,3160.6,1456.1,4616.7,44,True,Tardía,Distancia larga
3553,12,1,15,34,2026-03-27,09:19:00,2026-03-27,13:10:00,2026-03-27,13:10:00,1.21,19,110.65,10.68,24.52,1326.25,261.87,1588.12,0,False,Entregada,Entrega realizada en tiempo
3554,20,7,21,23,2026-05-25,15:15:00,2026-05-25,00:36:00,2026-05-26,00:36:00,0.85,57,261.78,42.91,25.29,2349.9,1085.19,3435.09,0,False,Entregada,Entrega realizada en tiempo
3555,54,15,39,39,2026-03-07,13:58:00,2026-03-07,22:21:00,2026-03-07,22:21:00,0.4,77,221.25,45.52,23.8,2262.25,1083.38,3345.63,0,False,Entregada,Entrega realizada en tiempo
3556,73,23,21,48,2026-03-15,16:23:00,2026-03-15,21:36:00,2026-03-15,21:36:00,1.72,56,171.99,31.5,25.61,1979.95,806.72,2786.67,0,False,Entregada,Entrega realizada en tiempo
3557,26,5,31,4,2026-05-12,18:13:00,2026-05-12,20:47:00,2026-05-12,21:04:00,11.18,5,103.69,13.03,25.65,2176.45,334.22,2510.67,17,True,Tardía,Hora pico
3558,95,30,14,25,2026-06-21,15:14:00,2026-06-21,00:40:00,2026-06-22,00:40:00,5.89,22,326.51,28.05,24.56,2897.55,688.91,3586.46,0,False,Entregada,Entrega realizada en tiempo
3559,60,14,47,46,2026-07-31,09:10:00,2026-07-31,00:00:00,2026-08-01,00:58:00,6.12,27,415.96,44.82,25.26,3407.8,1132.15,4539.95,58,True,Tardía,"Hora pico, Distancia larga"
3560,77,5,28,43,2026-04-11,05:51:00,2026-04-11,21:18:00,2026-04-11,21:18:00,10.19,13,427.18,53.67,23.13,3758.9,1241.39,5000.29,0,False,Entregada,Entrega realizada en tiempo
3561,2,20,36,34,2026-04-21,15:46:00,2026-04-21,19:37:00,2026-04-21,19:37:00,2.48,3,100.54,13.64,23.83,1274.7,325.04,1599.74,0,False,Entregada,Entrega realizada en tiempo
3562,96,10,27,20,2026-03-19,17:49:00,2026-03-19,19:22:00,2026-03-19,19:22:00,13.33,72,55.58,5.57,25.51,2686.9,142.09,2828.99,0,False,Entregada,Entrega realizada en tiempo
3563,26,31,33,23,2026-06-07,14:40:00,2026-06-07,00:01:00,2026-06-08,00:24:00,17.83,36,263.15,37.38,26.18,3886.75,978.61,4865.36,23,True,Tardía,Incidencia operativa
3564,79,2,39,13,2026-05-07,08:58:00,2026-05-07,20:41:00,2026-05-07,21:35:00,6.97,54,317.11,63.93,23.06,3214.55,1474.23,4688.78,54,True,Tardía,"Hora pico, Distancia larga"
3565,45,32,53,16,2026-07-03,11:26:00,2026-07-03,01:54:00,2026-07-04,01:54:00,1.84,56,395.02,35.78,26.34,3107.1,942.45,4049.55,0,False,Entregada,Entrega realizada en tiempo
3566,33,32,51,14,2026-06-26,10:34:00,2026-06-26,19:19:00,2026-06-26,19:19:00,1.58,57,280.15,25.38,26.53,2514.75,673.33,3188.08,0,False,Entregada,Entrega realizada en tiempo
3567,96,21,9,33,2026-05-27,05:42:00,2026-05-27,14:36:00,2026-05-27,14:36:00,1.23,43,270.01,37.76,24.38,2317.05,920.59,3237.64,0,False,Entregada,Entrega realizada en tiempo
3568,12,36,13,29,2026-05-19,12:47:00,2026-05-19,18:01:00,2026-05-19,18:01:00,0.96,58,176.11,20.77,25.37,1940.55,526.93,2467.48,0,False,Entregada,Entrega realizada en tiempo
3569,97,35,33,16,2026-04-24,11:15:00,2026-04-24,01:43:00,2026-04-25,01:43:00,0.44,34,388.7,52.46,25.42,2759.5,1333.53,4093.03,0,False,Entregada,Entrega realizada en tiempo
3570,52,33,21,40,2026-02-24,19:02:00,2026-02-24,12:04:00,2026-02-25,12:47:00,0.88,51,430.95,54.97,23.18,3150.75,1274.2,4424.95,43,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
3571,74,38,54,44,2026-04-10,11:25:00,2026-04-10,13:35:00,2026-04-10,13:35:00,3.56,78,62.16,5.28,23.66,1790.8,124.92,1915.72,0,False,Entregada,Entrega realizada en tiempo
3572,29,20,50,15,2026-04-02,11:33:00,2026-04-02,13:56:00,2026-04-02,13:56:00,1.8,52,64.7,8.78,23.71,1419.5,208.17,1627.67,0,False,Entregada,Entrega realizada en tiempo
3573,15,12,53,7,2026-06-25,14:24:00,2026-06-25,18:35:00,2026-06-25,18:35:00,0.29,5,114.67,16.4,25.02,1142.35,410.33,1552.68,0,False,Entregada,Entrega realizada en tiempo
3574,9,1,34,35,2026-01-12,09:21:00,2026-01-12,12:55:00,2026-01-12,12:55:00,1.14,40,143.25,13.83,24.16,1650.25,334.13,1984.38,0,False,Entregada,Entrega realizada en tiempo
3575,55,1,58,20,2026-05-31,06:13:00,2026-05-31,07:46:00,2026-05-31,07:46:00,1.24,62,59.63,5.76,24.77,1418.15,142.68,1560.83,0,False,Entregada,Entrega realizada en tiempo
3576,59,28,48,38,2026-02-01,07:27:00,2026-02-01,11:58:00,2026-02-01,12:26:00,2.48,11,193.53,28.38,23.18,1803.65,657.85,2461.5,28,True,Tardía,Hora pico
3577,97,16,47,37,2026-07-28,15:44:00,2026-07-28,09:02:00,2026-07-29,09:02:00,2.48,41,454.83,40.87,25.2,3350.15,1029.92,4380.07,0,False,Entregada,Entrega realizada en tiempo
3578,53,33,46,45,2026-01-18,06:02:00,2026-01-18,08:43:00,2026-01-18,09:09:00,0.53,39,80.53,10.27,25.41,1267.65,260.96,1528.61,26,True,Tardía,Incidencia operativa
3579,28,14,24,9,2026-08-05,20:26:00,2026-08-05,03:59:00,2026-08-06,04:16:00,4.53,52,209.45,22.57,25.06,2416.25,565.6,2981.85,17,True,Tardía,Incidencia operativa
3580,41,1,50,2,2026-02-12,13:50:00,2026-02-12,23:45:00,2026-02-13,00:34:00,1.66,62,313.34,30.25,23.27,2728.7,703.92,3432.62,49,True,Tardía,"Tráfico alto, Distancia larga, Carga pesada"
3581,38,23,55,30,2026-01-25,20:05:00,2026-01-25,01:13:00,2026-01-26,01:13:00,0.83,48,124.3,22.77,24.54,1588.5,558.78,2147.28,0,False,Entregada,Entrega realizada en tiempo
3582,84,6,39,19,2026-06-05,08:12:00,2026-06-05,20:53:00,2026-06-05,20:53:00,0.52,52,371.66,54.34,25.9,2826.3,1407.41,4233.71,0,False,Entregada,Entrega realizada en tiempo
3583,5,23,22,8,2026-05-28,08:42:00,2026-05-28,12:10:00,2026-05-28,12:56:00,0.78,76,107.59,19.71,25.13,1723.95,495.31,2219.26,46,True,Tardía,Hora pico
3584,11,33,28,43,2026-05-07,07:30:00,2026-05-07,22:57:00,2026-05-07,22:57:00,0.48,1,432.98,55.23,25.57,2720.9,1412.23,4133.13,0,False,Entregada,Entrega realizada en tiempo
3585,79,10,39,14,2026-07-01,09:48:00,2026-07-01,18:33:00,2026-07-01,18:33:00,7.25,72,289.1,29.0,26.82,3246.5,777.78,4024.28,0,False,Entregada,Entrega realizada en tiempo
3586,47,2,32,45,2026-01-26,16:05:00,2026-01-26,18:46:00,2026-01-26,18:46:00,10.79,20,86.08,17.35,23.88,2169.4,414.32,2583.72,0,False,Entregada,Entrega realizada en tiempo
3587,18,5,49,13,2026-03-13,14:10:00,2026-03-13,01:53:00,2026-03-14,02:17:00,6.34,18,338.29,42.5,25.66,2969.45,1090.55,4060.0,24,True,Tardía,Distancia larga
3588,28,31,56,44,2026-01-19,18:31:00,2026-01-19,20:41:00,2026-01-19,20:41:00,1.18,47,69.46,9.87,24.4,1341.3,240.83,1582.13,0,False,Entregada,Entrega realizada en tiempo
3589,20,29,17,35,2026-01-02,15:25:00,2026-01-02,18:59:00,2026-01-02,19:14:00,14.2,14,144.9,15.14,26.62,2756.5,403.03,3159.53,15,True,Tardía,Incidencia operativa
3590,95,9,47,3,2026-06-16,10:58:00,2026-06-16,13:15:00,2026-06-16,13:15:00,0.52,8,63.73,5.21,25.37,934.65,132.18,1066.83,0,False,Entregada,Entrega realizada en tiempo
3591,48,5,28,21,2026-05-06,07:10:00,2026-05-06,14:13:00,2026-05-06,14:49:00,0.43,15,315.66,39.66,25.17,2241.3,998.24,3239.54,36,True,Tardía,"Hora pico, Distancia larga"
3592,16,9,56,43,2026-07-01,10:55:00,2026-07-01,02:22:00,2026-07-02,02:22:00,0.48,79,430.41,35.19,26.7,3332.05,939.57,4271.62,0,False,Entregada,Entrega realizada en tiempo
3593,26,4,12,21,2026-04-02,19:49:00,2026-04-02,02:52:00,2026-04-03,02:52:00,0.52,64,291.4,48.97,26.66,2521.0,1305.54,3826.54,0,False,Entregada,Entrega realizada en tiempo
3594,8,28,51,10,2026-02-26,08:50:00,2026-02-26,11:15:00,2026-02-26,11:15:00,4.63,37,81.56,11.96,24.36,1666.8,291.35,1958.15,0,False,Entregada,Entrega realizada en tiempo
3595,56,36,43,45,2026-05-10,08:54:00,2026-05-10,11:35:00,2026-05-10,11:35:00,1.32,3,82.98,9.79,25.82,1070.9,252.78,1323.68,0,False,Entregada,Entrega realizada en tiempo
3596,82,7,37,49,2026-04-14,20:03:00,2026-04-14,10:34:00,2026-04-15,11:11:00,1.75,37,394.08,64.6,23.26,2941.4,1502.6,4444.0,37,True,Tardía,"Distancia larga, Carga pesada"
3597,97,4,54,14,2026-07-22,16:00:00,2026-07-22,00:45:00,2026-07-23,01:03:00,2.08,67,251.46,42.26,26.1,2501.3,1102.99,3604.29,18,True,Tardía,Incidencia operativa
3598,89,36,50,1,2026-03-06,11:47:00,2026-03-06,18:06:00,2026-03-06,18:06:00,0.86,53,181.24,21.37,26.51,1916.2,566.52,2482.72,0,False,Entregada,Entrega realizada en tiempo
3599,90,5,45,40,2026-05-08,08:16:00,2026-05-08,01:18:00,2026-05-09,01:18:00,10.67,5,487.45,61.24,25.21,4044.25,1543.86,5588.11,0,False,Entregada,Entrega realizada en tiempo
3600,31,18,28,37,2026-03-25,11:17:00,2026-03-25,04:35:00,2026-03-26,04:35:00,0.27,73,414.92,38.85,23.12,3185.6,898.21,4083.81,0,False,Entregada,Entrega realizada en tiempo
3601,52,1,38,44,2026-07-27,13:53:00,2026-07-27,16:03:00,2026-07-27,16:29:00,1.44,65,61.33,5.92,24.05,1470.65,142.38,1613.03,26,True,Tardía,Carga pesada
3602,51,28,39,36,2026-02-26,20:58:00,2026-02-26,00:52:00,2026-02-27,00:52:00,6.17,45,101.79,14.93,23.16,1985.95,345.78,2331.73,0,False,Entregada,Entrega realizada en tiempo
3603,34,10,39,18,2026-01-21,12:09:00,2026-01-21,04:17:00,2026-01-22,04:17:00,15.52,80,395.62,39.68,24.16,4670.1,958.67,5628.77,0,False,Entregada,Entrega realizada en tiempo
3604,46,30,60,42,2026-04-24,16:11:00,2026-04-24,19:22:00,2026-04-24,19:22:00,1.85,41,98.58,8.47,25.7,1505.9,217.68,1723.58,0,False,Entregada,Entrega realizada en tiempo
3605,81,35,19,30,2026-04-14,15:38:00,2026-04-14,20:46:00,2026-04-14,20:46:00,1.29,11,129.04,17.41,26.23,1362.2,456.66,1818.86,0,False,Entregada,Entrega realizada en tiempo
3606,25,3,7,26,2026-08-08,12:31:00,2026-08-08,18:30:00,2026-08-08,18:30:00,3.93,18,171.33,36.77,25.52,1893.65,938.37,2832.02,0,False,Entregada,Entrega realizada en tiempo
3607,16,31,19,44,2026-07-02,15:56:00,2026-07-02,18:06:00,2026-07-02,18:06:00,23.98,67,69.04,9.81,26.63,3779.2,261.24,4040.44,0,False,Entregada,Entrega realizada en tiempo
3608,18,25,9,39,2026-07-26,17:24:00,2026-07-26,01:47:00,2026-07-27,02:33:00,11.03,11,194.84,41.46,26.07,2665.2,1080.86,3746.06,46,True,Tardía,"Hora pico, Carga pesada"
3609,70,26,28,1,2026-07-16,09:19:00,2026-07-16,15:38:00,2026-07-16,15:38:00,1.84,77,190.96,27.24,24.08,2254.8,655.94,2910.74,0,False,Entregada,Entrega realizada en tiempo
3610,52,36,39,41,2026-07-21,16:30:00,2026-07-21,23:46:00,2026-07-22,00:07:00,1.56,6,186.9,22.04,24.51,1638.5,540.2,2178.7,21,True,Tardía,Incidencia operativa
3611,64,32,53,44,2026-03-17,06:10:00,2026-03-17,08:20:00,2026-03-17,08:20:00,1.27,9,68.43,6.2,26.29,1041.15,163.0,1204.15,0,False,Entregada,Entrega realizada en tiempo
